,Datetime_updated_seconds,Price_USD,Price_Crypto,densities,vertex_count,edge_count,volume,collection,blacklisted,whitelisted
21,2020-12-03 09:00:00,0.04015,1.0,1.0,2.0,1.0,0.0,12345rainbow,1,0
22,2020-12-03 10:00:00,0.04015,1.0,1.0,2.0,1.0,0.0,12345rainbow,1,0
23,2020-12-03 11:00:00,0.04015,1.0,1.0,2.0,1.0,0.0,12345rainbow,1,0
0,2021-03-31 09:00:00,0.13144025,0.5025,0.6666666666666666,3.0,2.0,2.0,1amazingbook,0,1
1,2021-03-31 10:00:00,0.13144025,0.5025,0.6666666666666666,3.0,2.0,0.0,1amazingbook,0,1
2,2021-03-31 11:00:00,0.13144025,0.5025,0.6666666666666666,3.0,2.0,0.0,1amazingbook,0,1
3,2021-03-31 12:00:00,0.13144025,0.5025,0.6666666666666666,3.0,2.0,0.0,1amazingbook,0,1
4,2021-03-31 13:00:00,0.13144025,0.5025,0.6666666666666666,3.0,2.0,0.0,1amazingbook,0,1
5,2021-03-31 14:00:00,0.13144025,0.5025,0.6666666666666666,3.0,2.0,0.0,1amazingbook,0,1
6,2021-03-31 15:00:00,0.13144025,0.5025,0.6666666666666666,3.0,2.0,0.0,1amazingbook,0,1
7,2021-03-31 16:00:00,0.13144025,0.5025,0.6666666666666666,3.0,2.0,0.0,1amazingbook,0,1
8,2021-03-31 17:00:00,0.13144025,0.5025,0.6666666666666666,3.0,2.0,0.0,1amazingbook,0,1
9,2021-03-31 18:00:00,0.13144025,0.5025,0.6666666666666666,3.0,2.0,0.0,1amazingbook,0,1
10,2021-03-31 19:00:00,0.13144025,0.5025,0.6666666666666666,3.0,2.0,0.0,1amazingbook,0,1
11,2021-03-31 20:00:00,0.13144025,0.5025,0.6666666666666666,3.0,2.0,0.0,1amazingbook,0,1
12,2021-03-31 21:00:00,0.13144025,0.5025,0.6666666666666666,3.0,2.0,0.0,1amazingbook,0,1
13,2021-03-31 22:00:00,0.13144025,0.5025,0.6666666666666666,3.0,2.0,0.0,1amazingbook,0,1
14,2021-03-31 23:00:00,0.13144025,0.5025,0.6666666666666666,3.0,2.0,0.0,1amazingbook,0,1
15,2021-04-01 00:00:00,0.13144025,0.5025,0.6666666666666666,3.0,2.0,0.0,1amazingbook,0,1
16,2021-04-01 01:00:00,0.13144025,0.5025,0.6666666666666666,3.0,2.0,0.0,1amazingbook,0,1
17,2021-04-01 02:00:00,0.26135,1.0,0.6666666666666666,3.0,2.0,1.0,1amazingbook,0,1
18,2021-04-01 03:00:00,0.26135,1.0,0.6666666666666666,3.0,2.0,0.0,1amazingbook,0,1
19,2021-04-01 04:00:00,0.26135,1.0,0.6666666666666666,3.0,2.0,0.0,1amazingbook,0,1
20,2021-04-01 05:00:00,0.26135,1.0,0.6666666666666666,3.0,2.0,0.0,1amazingbook,0,1
21,2021-04-01 06:00:00,0.26135,1.0,0.6666666666666666,3.0,2.0,0.0,1amazingbook,0,1
22,2021-04-01 07:00:00,0.26135,1.0,0.6666666666666666,3.0,2.0,0.0,1amazingbook,0,1
23,2021-04-01 08:00:00,0.26135,1.0,0.6666666666666666,3.0,2.0,0.0,1amazingbook,0,1
0,2021-04-09 20:00:00,125.45,500.0,1.0,2.0,1.0,1.0,1bitcoinlive,0,1
1,2021-04-09 21:00:00,125.45,500.0,1.0,2.0,1.0,0.0,1bitcoinlive,0,1
2,2021-04-09 22:00:00,125.45,500.0,1.0,2.0,1.0,0.0,1bitcoinlive,0,1
3,2021-04-09 23:00:00,125.45,500.0,1.0,2.0,1.0,0.0,1bitcoinlive,0,1
4,2021-04-10 00:00:00,125.45,500.0,1.0,2.0,1.0,0.0,1bitcoinlive,0,1
5,2021-04-10 01:00:00,125.45,500.0,1.0,2.0,1.0,0.0,1bitcoinlive,0,1
6,2021-04-10 02:00:00,125.45,500.0,1.0,2.0,1.0,0.0,1bitcoinlive,0,1
7,2021-04-10 03:00:00,125.45,500.0,1.0,2.0,1.0,0.0,1bitcoinlive,0,1
8,2021-04-10 04:00:00,125.45,500.0,1.0,2.0,1.0,0.0,1bitcoinlive,0,1
9,2021-04-10 05:00:00,125.45,500.0,1.0,2.0,1.0,0.0,1bitcoinlive,0,1
10,2021-04-10 06:00:00,125.45,500.0,1.0,2.0,1.0,0.0,1bitcoinlive,0,1
11,2021-04-10 07:00:00,125.45,500.0,1.0,2.0,1.0,0.0,1bitcoinlive,0,1
12,2021-04-10 08:00:00,125.45,500.0,1.0,2.0,1.0,0.0,1bitcoinlive,0,1
13,2021-04-10 09:00:00,125.45,500.0,1.0,2.0,1.0,0.0,1bitcoinlive,0,1
14,2021-04-10 10:00:00,125.45,500.0,1.0,2.0,1.0,0.0,1bitcoinlive,0,1
15,2021-04-10 11:00:00,125.45,500.0,1.0,2.0,1.0,0.0,1bitcoinlive,0,1
16,2021-04-10 12:00:00,125.45,500.0,1.0,2.0,1.0,0.0,1bitcoinlive,0,1
17,2021-04-10 13:00:00,125.45,500.0,1.0,2.0,1.0,0.0,1bitcoinlive,0,1
18,2021-04-10 14:00:00,125.45,500.0,1.0,2.0,1.0,0.0,1bitcoinlive,0,1
19,2021-04-10 15:00:00,125.45,500.0,1.0,2.0,1.0,0.0,1bitcoinlive,0,1
20,2021-04-10 16:00:00,125.45,500.0,1.0,2.0,1.0,0.0,1bitcoinlive,0,1
21,2021-04-10 17:00:00,125.45,500.0,1.0,2.0,1.0,0.0,1bitcoinlive,0,1
22,2021-04-10 18:00:00,125.45,500.0,1.0,2.0,1.0,0.0,1bitcoinlive,0,1
23,2021-04-10 19:00:00,125.45,500.0,1.0,2.0,1.0,0.0,1bitcoinlive,0,1
0,2020-12-28 23:00:00,3.4008000000000003,80.0,1.0,2.0,1.0,1.0,1bodyinmove1,0,1
1,2020-12-29 00:00:00,3.4008000000000003,80.0,1.0,2.0,1.0,0.0,1bodyinmove1,0,1
2,2020-12-29 01:00:00,3.4008000000000003,80.0,1.0,2.0,1.0,0.0,1bodyinmove1,0,1
3,2020-12-29 02:00:00,3.4008000000000003,80.0,1.0,2.0,1.0,0.0,1bodyinmove1,0,1
4,2020-12-29 03:00:00,3.4008000000000003,80.0,1.0,2.0,1.0,0.0,1bodyinmove1,0,1
5,2020-12-29 04:00:00,3.4008000000000003,80.0,1.0,2.0,1.0,0.0,1bodyinmove1,0,1
6,2020-12-29 05:00:00,3.4008000000000003,80.0,1.0,2.0,1.0,0.0,1bodyinmove1,0,1
7,2020-12-29 06:00:00,3.4008000000000003,80.0,1.0,2.0,1.0,0.0,1bodyinmove1,0,1
8,2020-12-29 07:00:00,3.4008000000000003,80.0,1.0,2.0,1.0,0.0,1bodyinmove1,0,1
9,2020-12-29 08:00:00,3.4008000000000003,80.0,1.0,2.0,1.0,0.0,1bodyinmove1,0,1
10,2020-12-29 09:00:00,3.4008000000000003,80.0,1.0,2.0,1.0,0.0,1bodyinmove1,0,1
11,2020-12-29 10:00:00,3.4008000000000003,80.0,1.0,2.0,1.0,0.0,1bodyinmove1,0,1
12,2020-12-29 11:00:00,3.4008000000000003,80.0,1.0,2.0,1.0,0.0,1bodyinmove1,0,1
13,2020-12-29 12:00:00,3.4008000000000003,80.0,1.0,2.0,1.0,0.0,1bodyinmove1,0,1
14,2020-12-29 13:00:00,3.4008000000000003,80.0,1.0,2.0,1.0,0.0,1bodyinmove1,0,1
15,2020-12-29 14:00:00,3.4008000000000003,80.0,1.0,2.0,1.0,0.0,1bodyinmove1,0,1
16,2020-12-29 15:00:00,3.4008000000000003,80.0,1.0,2.0,1.0,0.0,1bodyinmove1,0,1
17,2020-12-29 16:00:00,3.4008000000000003,80.0,1.0,2.0,1.0,0.0,1bodyinmove1,0,1
18,2020-12-29 17:00:00,3.4008000000000003,80.0,1.0,2.0,1.0,0.0,1bodyinmove1,0,1
19,2020-12-29 18:00:00,3.4008000000000003,80.0,1.0,2.0,1.0,0.0,1bodyinmove1,0,1
20,2020-12-29 19:00:00,3.4008000000000003,80.0,1.0,2.0,1.0,0.0,1bodyinmove1,0,1
21,2020-12-29 20:00:00,3.4008000000000003,80.0,1.0,2.0,1.0,0.0,1bodyinmove1,0,1
22,2020-12-29 21:00:00,3.4008000000000003,80.0,1.0,2.0,1.0,0.0,1bodyinmove1,0,1
23,2020-12-29 22:00:00,3.4008000000000003,80.0,1.0,2.0,1.0,0.0,1bodyinmove1,0,1
0,2021-03-10 11:00:00,0.22545,1.0,1.0,2.0,1.0,1.0,1coolartnft1,0,1
1,2021-03-10 12:00:00,0.22545,1.0,1.0,2.0,1.0,0.0,1coolartnft1,0,1
2,2021-03-10 13:00:00,0.22545,1.0,1.0,2.0,1.0,0.0,1coolartnft1,0,1
3,2021-03-10 14:00:00,0.22545,1.0,1.0,2.0,1.0,0.0,1coolartnft1,0,1
4,2021-03-10 15:00:00,0.22545,1.0,1.0,2.0,1.0,0.0,1coolartnft1,0,1
5,2021-03-10 16:00:00,0.22545,1.0,1.0,2.0,1.0,0.0,1coolartnft1,0,1
6,2021-03-10 17:00:00,0.22545,1.0,1.0,2.0,1.0,0.0,1coolartnft1,0,1
7,2021-03-10 18:00:00,1.12875,5.0,0.6666666666666666,3.0,2.0,1.0,1coolartnft1,0,1
8,2021-03-10 19:00:00,1.12875,5.0,0.6666666666666666,3.0,2.0,0.0,1coolartnft1,0,1
9,2021-03-10 20:00:00,1.12875,5.0,0.6666666666666666,3.0,2.0,0.0,1coolartnft1,0,1
10,2021-03-10 21:00:00,1.12875,5.0,0.6666666666666666,3.0,2.0,0.0,1coolartnft1,0,1
11,2021-03-10 22:00:00,1.12875,5.0,0.6666666666666666,3.0,2.0,0.0,1coolartnft1,0,1
12,2021-03-10 23:00:00,1.12875,5.0,0.6666666666666666,3.0,2.0,0.0,1coolartnft1,0,1
13,2021-03-11 00:00:00,1.12875,5.0,0.6666666666666666,3.0,2.0,0.0,1coolartnft1,0,1
14,2021-03-11 01:00:00,1.12875,5.0,0.6666666666666666,3.0,2.0,0.0,1coolartnft1,0,1
15,2021-03-11 02:00:00,1.12875,5.0,0.6666666666666666,3.0,2.0,0.0,1coolartnft1,0,1
16,2021-03-11 03:00:00,1.12875,5.0,0.6666666666666666,3.0,2.0,0.0,1coolartnft1,0,1
17,2021-03-11 04:00:00,1.12875,5.0,0.6666666666666666,3.0,2.0,0.0,1coolartnft1,0,1
18,2021-03-11 05:00:00,1.12875,5.0,0.6666666666666666,3.0,2.0,0.0,1coolartnft1,0,1
19,2021-03-11 06:00:00,1.12875,5.0,0.6666666666666666,3.0,2.0,0.0,1coolartnft1,0,1
20,2021-03-11 07:00:00,1.12875,5.0,0.6666666666666666,3.0,2.0,0.0,1coolartnft1,0,1
21,2021-03-11 08:00:00,1.12875,5.0,0.6666666666666666,3.0,2.0,0.0,1coolartnft1,0,1
22,2021-03-11 09:00:00,1.12875,5.0,0.6666666666666666,3.0,2.0,0.0,1coolartnft1,0,1
23,2021-03-11 10:00:00,1.12875,5.0,0.6666666666666666,3.0,2.0,0.0,1coolartnft1,0,1
0,2021-04-22 11:00:00,0.4617,3.0,1.0,2.0,1.0,1.0,1forthebirds,0,1
1,2021-04-22 12:00:00,0.4617,3.0,1.0,2.0,1.0,0.0,1forthebirds,0,1
2,2021-04-22 13:00:00,0.4617,3.0,1.0,2.0,1.0,0.0,1forthebirds,0,1
3,2021-04-22 14:00:00,0.3776,2.0,0.3333333333333333,4.0,2.0,1.0,1forthebirds,0,1
4,2021-04-22 15:00:00,0.3776,2.0,0.3333333333333333,4.0,2.0,0.0,1forthebirds,0,1
5,2021-04-22 16:00:00,0.3776,2.0,0.3333333333333333,4.0,2.0,0.0,1forthebirds,0,1
6,2021-04-22 17:00:00,0.3776,2.0,0.3333333333333333,4.0,2.0,0.0,1forthebirds,0,1
7,2021-04-22 18:00:00,0.3776,2.0,0.3333333333333333,4.0,2.0,0.0,1forthebirds,0,1
8,2021-04-22 19:00:00,0.3776,2.0,0.3333333333333333,4.0,2.0,0.0,1forthebirds,0,1
9,2021-04-22 20:00:00,0.3776,2.0,0.3333333333333333,4.0,2.0,0.0,1forthebirds,0,1
10,2021-04-22 21:00:00,0.3776,2.0,0.3333333333333333,4.0,2.0,0.0,1forthebirds,0,1
11,2021-04-22 22:00:00,0.3776,2.0,0.3333333333333333,4.0,2.0,0.0,1forthebirds,0,1
12,2021-04-22 23:00:00,0.3776,2.0,0.3333333333333333,4.0,2.0,0.0,1forthebirds,0,1
13,2021-04-23 00:00:00,0.3776,2.0,0.3333333333333333,4.0,2.0,0.0,1forthebirds,0,1
14,2021-04-23 01:00:00,0.3776,2.0,0.3333333333333333,4.0,2.0,0.0,1forthebirds,0,1
15,2021-04-23 02:00:00,0.3776,2.0,0.3333333333333333,4.0,2.0,0.0,1forthebirds,0,1
16,2021-04-23 03:00:00,0.3776,2.0,0.3333333333333333,4.0,2.0,0.0,1forthebirds,0,1
17,2021-04-23 04:00:00,0.3776,2.0,0.3333333333333333,4.0,2.0,0.0,1forthebirds,0,1
18,2021-04-23 05:00:00,0.3776,2.0,0.3333333333333333,4.0,2.0,0.0,1forthebirds,0,1
19,2021-04-23 06:00:00,0.8754200000000001,5.2,0.2,6.0,3.0,1.0,1forthebirds,0,1
20,2021-04-23 07:00:00,0.8754200000000001,5.2,0.2,6.0,3.0,0.0,1forthebirds,0,1
21,2021-04-23 08:00:00,0.8754200000000001,5.2,0.2,6.0,3.0,0.0,1forthebirds,0,1
22,2021-04-23 09:00:00,0.8754200000000001,5.2,0.2,6.0,3.0,0.0,1forthebirds,0,1
23,2021-04-23 10:00:00,0.8754200000000001,5.2,0.2,6.0,3.0,0.0,1forthebirds,0,1
0,2021-04-09 04:00:00,0.23185,1.0,1.0,2.0,1.0,1.0,1fungidents1,0,1
1,2021-04-09 05:00:00,0.255035,1.1,1.0,2.0,1.0,2.0,1fungidents1,0,1
2,2021-04-09 06:00:00,0.255035,1.1,1.0,2.0,1.0,0.0,1fungidents1,0,1
3,2021-04-09 07:00:00,0.255035,1.1,1.0,2.0,1.0,0.0,1fungidents1,0,1
4,2021-04-09 08:00:00,0.1265125,0.725,0.6666666666666666,3.0,2.0,2.0,1fungidents1,0,1
5,2021-04-09 09:00:00,0.1265125,0.725,0.6666666666666666,3.0,2.0,0.0,1fungidents1,0,1
6,2021-04-09 10:00:00,0.1265125,0.725,0.6666666666666666,3.0,2.0,0.0,1fungidents1,0,1
7,2021-04-09 11:00:00,0.1265125,0.725,0.6666666666666666,3.0,2.0,0.0,1fungidents1,0,1
8,2021-04-09 12:00:00,0.1265125,0.725,0.6666666666666666,3.0,2.0,0.0,1fungidents1,0,1
9,2021-04-09 13:00:00,0.1265125,0.725,0.6666666666666666,3.0,2.0,0.0,1fungidents1,0,1
10,2021-04-09 14:00:00,0.1265125,0.725,0.6666666666666666,3.0,2.0,0.0,1fungidents1,0,1
11,2021-04-09 15:00:00,0.1265125,0.725,0.6666666666666666,3.0,2.0,0.0,1fungidents1,0,1
12,2021-04-09 16:00:00,0.1265125,0.725,0.6666666666666666,3.0,2.0,0.0,1fungidents1,0,1
13,2021-04-09 17:00:00,0.1265125,0.725,0.6666666666666666,3.0,2.0,0.0,1fungidents1,0,1
14,2021-04-09 18:00:00,0.1265125,0.725,0.6666666666666666,3.0,2.0,0.0,1fungidents1,0,1
15,2021-04-09 19:00:00,0.1265125,0.725,0.6666666666666666,3.0,2.0,0.0,1fungidents1,0,1
16,2021-04-09 20:00:00,0.1265125,0.725,0.6666666666666666,3.0,2.0,0.0,1fungidents1,0,1
17,2021-04-09 21:00:00,0.1265125,0.725,0.6666666666666666,3.0,2.0,0.0,1fungidents1,0,1
18,2021-04-09 22:00:00,0.1265125,0.725,0.6666666666666666,3.0,2.0,0.0,1fungidents1,0,1
19,2021-04-09 23:00:00,0.1265125,0.725,0.6666666666666666,3.0,2.0,0.0,1fungidents1,0,1
20,2021-04-10 00:00:00,0.1265125,0.725,0.6666666666666666,3.0,2.0,0.0,1fungidents1,0,1
21,2021-04-10 01:00:00,0.1265125,0.725,0.6666666666666666,3.0,2.0,0.0,1fungidents1,0,1
22,2021-04-10 02:00:00,0.1265125,0.725,0.6666666666666666,3.0,2.0,0.0,1fungidents1,0,1
23,2021-04-10 03:00:00,0.1265125,0.725,0.6666666666666666,3.0,2.0,0.0,1fungidents1,0,1
0,2021-03-29 00:00:00,0.60348,2.0,0.3333333333333333,6.0,5.0,5.0,1neuroworlds,0,1
1,2021-03-29 01:00:00,0.2941236842105263,1.0526315789473684,0.15384615384615385,13.0,12.0,19.0,1neuroworlds,0,1
2,2021-03-29 02:00:00,0.2941236842105263,1.0526315789473684,0.15384615384615385,13.0,12.0,0.0,1neuroworlds,0,1
3,2021-03-29 03:00:00,0.2941236842105263,1.0526315789473684,0.15384615384615385,13.0,12.0,0.0,1neuroworlds,0,1
4,2021-03-29 04:00:00,0.2941236842105263,1.0526315789473684,0.15384615384615385,13.0,12.0,0.0,1neuroworlds,0,1
5,2021-03-29 05:00:00,0.2941236842105263,1.0526315789473684,0.15384615384615385,13.0,12.0,0.0,1neuroworlds,0,1
6,2021-03-29 06:00:00,0.2941236842105263,1.0526315789473684,0.15384615384615385,13.0,12.0,0.0,1neuroworlds,0,1
7,2021-03-29 07:00:00,0.2941236842105263,1.0526315789473684,0.15384615384615385,13.0,12.0,0.0,1neuroworlds,0,1
8,2021-03-29 08:00:00,0.2941236842105263,1.0526315789473684,0.15384615384615385,13.0,12.0,0.0,1neuroworlds,0,1
9,2021-03-29 09:00:00,0.2941236842105263,1.0526315789473684,0.15384615384615385,13.0,12.0,0.0,1neuroworlds,0,1
10,2021-03-29 10:00:00,0.2941236842105263,1.0526315789473684,0.15384615384615385,13.0,12.0,0.0,1neuroworlds,0,1
11,2021-03-29 11:00:00,0.2941236842105263,1.0526315789473684,0.15384615384615385,13.0,12.0,0.0,1neuroworlds,0,1
12,2021-03-29 12:00:00,0.2941236842105263,1.0526315789473684,0.15384615384615385,13.0,12.0,0.0,1neuroworlds,0,1
13,2021-03-29 13:00:00,0.2941236842105263,1.0526315789473684,0.15384615384615385,13.0,12.0,0.0,1neuroworlds,0,1
14,2021-03-29 14:00:00,0.2941236842105263,1.0526315789473684,0.15384615384615385,13.0,12.0,0.0,1neuroworlds,0,1
15,2021-03-29 15:00:00,0.2941236842105263,1.0526315789473684,0.15384615384615385,13.0,12.0,0.0,1neuroworlds,0,1
16,2021-03-29 16:00:00,0.2941236842105263,1.0526315789473684,0.15384615384615385,13.0,12.0,0.0,1neuroworlds,0,1
17,2021-03-29 17:00:00,0.2941236842105263,1.0526315789473684,0.15384615384615385,13.0,12.0,0.0,1neuroworlds,0,1
18,2021-03-29 18:00:00,0.2941236842105263,1.0526315789473684,0.15384615384615385,13.0,12.0,0.0,1neuroworlds,0,1
19,2021-03-29 19:00:00,0.2941236842105263,1.0526315789473684,0.15384615384615385,13.0,12.0,0.0,1neuroworlds,0,1
20,2021-03-29 20:00:00,0.2941236842105263,1.0526315789473684,0.15384615384615385,13.0,12.0,0.0,1neuroworlds,0,1
21,2021-03-29 21:00:00,0.2941236842105263,1.0526315789473684,0.15384615384615385,13.0,12.0,0.0,1neuroworlds,0,1
22,2021-03-29 22:00:00,0.2941236842105263,1.0526315789473684,0.15384615384615385,13.0,12.0,0.0,1neuroworlds,0,1
23,2021-03-29 23:00:00,0.2941236842105263,1.0526315789473684,0.15384615384615385,13.0,12.0,0.0,1neuroworlds,0,1
0,2021-01-29 10:00:00,0.8382000000000001,20.0,1.0,2.0,1.0,1.0,1pokemenbolg,1,0
1,2021-01-29 11:00:00,0.8382000000000001,20.0,1.0,2.0,1.0,0.0,1pokemenbolg,1,0
2,2021-01-29 12:00:00,0.8382000000000001,20.0,1.0,2.0,1.0,0.0,1pokemenbolg,1,0
3,2021-01-29 13:00:00,0.8382000000000001,20.0,1.0,2.0,1.0,0.0,1pokemenbolg,1,0
4,2021-01-29 14:00:00,0.8382000000000001,20.0,1.0,2.0,1.0,0.0,1pokemenbolg,1,0
5,2021-01-29 15:00:00,0.8382000000000001,20.0,1.0,2.0,1.0,0.0,1pokemenbolg,1,0
6,2021-01-29 16:00:00,0.8382000000000001,20.0,1.0,2.0,1.0,0.0,1pokemenbolg,1,0
7,2021-01-29 17:00:00,0.8382000000000001,20.0,1.0,2.0,1.0,0.0,1pokemenbolg,1,0
8,2021-01-29 18:00:00,0.8382000000000001,20.0,1.0,2.0,1.0,0.0,1pokemenbolg,1,0
9,2021-01-29 19:00:00,0.8382000000000001,20.0,1.0,2.0,1.0,0.0,1pokemenbolg,1,0
10,2021-01-29 20:00:00,0.8382000000000001,20.0,1.0,2.0,1.0,0.0,1pokemenbolg,1,0
11,2021-01-29 21:00:00,0.8382000000000001,20.0,1.0,2.0,1.0,0.0,1pokemenbolg,1,0
12,2021-01-29 22:00:00,0.8382000000000001,20.0,1.0,2.0,1.0,0.0,1pokemenbolg,1,0
13,2021-01-29 23:00:00,0.8382000000000001,20.0,1.0,2.0,1.0,0.0,1pokemenbolg,1,0
14,2021-01-30 00:00:00,0.8382000000000001,20.0,1.0,2.0,1.0,0.0,1pokemenbolg,1,0
15,2021-01-30 01:00:00,0.8382000000000001,20.0,1.0,2.0,1.0,0.0,1pokemenbolg,1,0
16,2021-01-30 02:00:00,0.8382000000000001,20.0,1.0,2.0,1.0,0.0,1pokemenbolg,1,0
17,2021-01-30 03:00:00,0.8382000000000001,20.0,1.0,2.0,1.0,0.0,1pokemenbolg,1,0
18,2021-01-30 04:00:00,0.8382000000000001,20.0,1.0,2.0,1.0,0.0,1pokemenbolg,1,0
19,2021-01-30 05:00:00,0.8382000000000001,20.0,1.0,2.0,1.0,0.0,1pokemenbolg,1,0
20,2021-01-30 06:00:00,0.8382000000000001,20.0,1.0,2.0,1.0,0.0,1pokemenbolg,1,0
21,2021-01-30 07:00:00,0.8382000000000001,20.0,1.0,2.0,1.0,0.0,1pokemenbolg,1,0
22,2021-01-30 08:00:00,0.8382000000000001,20.0,1.0,2.0,1.0,0.0,1pokemenbolg,1,0
23,2021-01-30 09:00:00,0.8382000000000001,20.0,1.0,2.0,1.0,0.0,1pokemenbolg,1,0
0,2021-01-22 00:00:00,27.51666666666667,666.6666666666666,0.4,5.0,4.0,6.0,1rabbithole1,0,1
1,2021-01-22 01:00:00,12.012316666666669,288.6666666666667,0.14285714285714285,14.0,13.0,18.0,1rabbithole1,0,1
2,2021-01-22 02:00:00,4.615472222222222,100.0,0.10526315789473684,19.0,18.0,9.0,1rabbithole1,0,1
3,2021-01-22 03:00:00,7.886166666666667,183.33333333333334,0.1,20.0,19.0,3.0,1rabbithole1,0,1
4,2021-01-22 04:00:00,7.886166666666667,183.33333333333334,0.1,20.0,19.0,0.0,1rabbithole1,0,1
5,2021-01-22 05:00:00,7.886166666666667,183.33333333333334,0.1,20.0,19.0,0.0,1rabbithole1,0,1
6,2021-01-22 06:00:00,7.886166666666667,183.33333333333334,0.1,20.0,19.0,0.0,1rabbithole1,0,1
7,2021-01-22 07:00:00,7.886166666666667,183.33333333333334,0.1,20.0,19.0,0.0,1rabbithole1,0,1
8,2021-01-22 08:00:00,7.886166666666667,183.33333333333334,0.1,20.0,19.0,0.0,1rabbithole1,0,1
9,2021-01-22 09:00:00,7.886166666666667,183.33333333333334,0.1,20.0,19.0,0.0,1rabbithole1,0,1
10,2021-01-22 10:00:00,7.886166666666667,183.33333333333334,0.1,20.0,19.0,0.0,1rabbithole1,0,1
11,2021-01-22 11:00:00,18.847250000000003,450.0,0.1,20.0,19.0,2.0,1rabbithole1,0,1
12,2021-01-22 12:00:00,18.847250000000003,450.0,0.1,20.0,19.0,0.0,1rabbithole1,0,1
13,2021-01-22 13:00:00,18.847250000000003,450.0,0.1,20.0,19.0,0.0,1rabbithole1,0,1
14,2021-01-22 14:00:00,10.269,233.33333333333334,0.1,20.0,19.0,3.0,1rabbithole1,0,1
15,2021-01-22 15:00:00,12.782211111111112,287.77777777777777,0.08695652173913043,23.0,22.0,9.0,1rabbithole1,0,1
16,2021-01-22 16:00:00,29.337000000000003,700.0,0.08695652173913043,23.0,22.0,1.0,1rabbithole1,0,1
17,2021-01-22 17:00:00,29.337000000000003,700.0,0.08695652173913043,23.0,22.0,0.0,1rabbithole1,0,1
18,2021-01-22 18:00:00,13.93028125,318.75,0.08695652173913043,23.0,22.0,8.0,1rabbithole1,0,1
19,2021-01-22 19:00:00,13.93028125,318.75,0.08695652173913043,23.0,22.0,0.0,1rabbithole1,0,1
20,2021-01-22 20:00:00,7.7348333333333334,166.66666666666666,0.08695652173913043,23.0,22.0,6.0,1rabbithole1,0,1
21,2021-01-22 21:00:00,19.3131,450.0,0.08695652173913043,23.0,22.0,5.0,1rabbithole1,0,1
22,2021-01-22 22:00:00,19.3131,450.0,0.08695652173913043,23.0,22.0,0.0,1rabbithole1,0,1
23,2021-01-22 23:00:00,19.3131,450.0,0.08695652173913043,23.0,22.0,0.0,1rabbithole1,0,1
0,2021-04-06 03:00:00,10.2025,50.0,1.0,2.0,1.0,3.0,1spacecorgis,0,1
1,2021-04-06 04:00:00,10.2025,50.0,1.0,2.0,1.0,0.0,1spacecorgis,0,1
2,2021-04-06 05:00:00,10.2025,50.0,1.0,2.0,1.0,0.0,1spacecorgis,0,1
3,2021-04-06 06:00:00,10.2025,50.0,1.0,2.0,1.0,1.0,1spacecorgis,0,1
4,2021-04-06 07:00:00,10.2025,50.0,1.0,2.0,1.0,0.0,1spacecorgis,0,1
